185.9584034,280.960084,61.053,253.7458472,277.2603821,15.469,274.1738957,223.8117788,111.969,263.446937,229.3222606,125.396
186.2468514,281.1675063,61.474,254.8173988,277.7278208,15.874,274.850831,223.6830158,112.386,264.0355082,228.9840213,125.835
186.4016013,281.2355668,61.884,264.3983096,277.9941891,16.338,275.2839352,223.8144458,112.781,271.2368024,229.2332831,126.243
187.4028961,281.2849233,62.317,263.3893048,278.1802139,16.701,276.3383234,223.6595381,113.181,271.3543618,229.0714638,126.655
186.8153134,281.1779554,62.832,262.5451647,278.3140276,17.079,276.68758,223.4699104,113.534,270.9630185,228.9105447,127.062
187.1528769,281.0734985,63.188,262.1809176,278.0599583,17.444,277.9393429,223.1925021,113.945,271.1755802,228.7255298,127.425
187.1220856,281.088173,63.556,262.5197133,278.0568356,17.882,277.1393373,223.3194562,114.317,271.7957852,228.4902158,127.799
186.8743655,280.8527919,63.925,262.0524422,277.8133676,18.252,277.1077716,222.9789609,114.707,272.1014209,228.032827,128.168
186.5955293,280.8713623,64.319,262.448137,277.5619335,18.672,277.6169303,223.1633177,115.054,272.2340426,227.8529981,128.562
186.8896872,280.896027,64.695,261.3617886,277.3043699,19.076,277.4487952,223.3244406,115.446,265.0058997,227.676359,128.97
186.4721632,280.7331067,65.094,261.1239754,276.9994877,19.505,276.9914603,223.3992314,115.815,263.3243677,227.1850662,129.378
186.1560374,280.5854592,65.456,262.5125392,276.5867294,19.932,283.9223108,223.25,115.887,262.6651965,226.9378508,129.792
185.9570396,280.6099532,65.894,255.0599467,276.5657194,20.343,277.0780856,223.3950462,116.29,261.0543697,226.6000805,130.192
186.0965786,280.2828064,66.263,254.8727679,276.3848214,20.749,275.8773704,223.810788,116.696,261.1632406,226.6747279,130.556
186.2301075,280.2309677,66.664,254.8086802,276.4145261,21.142,275.173339,223.8666951,117.09,261.3778218,226.6649505,130.883
185.4867635,280.2672929,67.077,255.5504669,276.4410849,21.471,275.3570198,223.9422911,117.471,261.0685484,226.8177419,131.218
184.5093857,280.3114334,67.492,255.133984,276.4707187,21.797,274.8365262,224.0651341,117.88,261.3412052,226.7394137,131.56
184.1166307,280.2332613,67.862,254.806082,276.672543,22.155,274.4928971,224.0912613,118.243,261.9244898,226.6236735,131.908
184.7165082,280.2489196,68.229,254.9278718,276.8027605,22.475,274.1495246,224.3128781,118.623,261.4768537,226.9139697,132.235
184.5201595,280.2237483,68.665,254.6897617,276.8451015,22.853,274.1919795,224.0908703,119.051,262.0033031,226.8827415,132.627
184.4458657,280.1429877,69.153,254.5270027,277.4306931,23.255,273.3486278,224.0810463,119.371,262.3238494,226.8937238,133.033
184.1709091,280.1059091,69.512,255.0027137,277.5431931,23.659,273.4687771,223.7718994,119.704,262.1168942,226.9953072,133.422
184.2902194,279.8057587,69.985,254.8992674,277.7211538,24.021,273.9349766,223.5860603,120.021,262.3551442,226.9918209,133.814
184.4404925,279.8276334,70.345,254.7212747,277.97307,24.417,273.9612236,223.7139164,120.353,261.9938918,226.965096,134.184
184.1862609,279.6975565,70.704,254.3970332,278.1723386,24.816,274.214044,223.5744501,120.7,261.9961207,226.9047414,134.55
184.5939366,279.5585668,71.061,254.2385082,278.3161318,25.196,274.4531657,223.1014744,121.076,261.674216,226.9277003,134.956
184.2708529,279.6776007,71.442,254.3807642,278.3961353,25.615,274.4846086,222.7985928,121.44,261.5354001,226.8680352,135.356
184.1918906,279.6449788,71.879,254.8585195,278.4494087,26.02,274.6683983,222.512987,121.844,261.5175547,226.7434944,135.723
184.2788956,279.6766495,72.242,254.2901861,278.4919628,26.464,274.8907343,222.4143357,122.22,261.8506173,226.8888889,136.145
